x, y
autogen1:Match384, ""2019-04-26T00:00:00"^^xsd:dateTime"
autogen1:Match407, ""2019-04-26T00:00:00"^^xsd:dateTime"
autogen1:Match504, ""2019-04-26T00:00:00"^^xsd:dateTime"
autogen1:Match534, ""2019-04-26T00:00:00"^^xsd:dateTime"
autogen1:Match541, ""2019-04-26T00:00:00"^^xsd:dateTime"
autogen1:Match545, ""2019-04-26T00:00:00"^^xsd:dateTime"
autogen1:Match563, ""2019-04-26T00:00:00"^^xsd:dateTime"
autogen1:Match604, ""2019-04-26T00:00:00"^^xsd:dateTime"
autogen1:Match650, ""2019-04-26T00:00:00"^^xsd:dateTime"
autogen1:Match656, ""2019-04-26T00:00:00"^^xsd:dateTime"
autogen1:Match677, ""2019-04-26T00:00:00"^^xsd:dateTime"
autogen1:Match748, ""2019-04-26T00:00:00"^^xsd:dateTime"
autogen1:Match219, ""2019-05-25T00:00:00"^^xsd:dateTime"
autogen1:Match242, ""2019-05-25T00:00:00"^^xsd:dateTime"
autogen1:Match260, ""2019-05-25T00:00:00"^^xsd:dateTime"
autogen1:Match264, ""2019-05-25T00:00:00"^^xsd:dateTime"
autogen1:Match274, ""2019-05-25T00:00:00"^^xsd:dateTime"
autogen1:Match285, ""2019-05-25T00:00:00"^^xsd:dateTime"
autogen1:Match315, ""2019-05-25T00:00:00"^^xsd:dateTime"
autogen1:Match376, ""2019-05-25T00:00:00"^^xsd:dateTime"
autogen1:Match412, ""2019-05-25T00:00:00"^^xsd:dateTime"
autogen1:Match426, ""2019-05-25T00:00:00"^^xsd:dateTime"
autogen1:Match445, ""2019-05-25T00:00:00"^^xsd:dateTime"
autogen1:Match450, ""2019-05-25T00:00:00"^^xsd:dateTime"
autogen1:Match487, ""2019-05-25T00:00:00"^^xsd:dateTime"
autogen1:Match494, ""2019-05-25T00:00:00"^^xsd:dateTime"
autogen1:Match496, ""2019-05-25T00:00:00"^^xsd:dateTime"
autogen1:Match550, ""2019-05-25T00:00:00"^^xsd:dateTime"
autogen1:Match620, ""2019-05-25T00:00:00"^^xsd:dateTime"
autogen1:Match687, ""2019-05-25T00:00:00"^^xsd:dateTime"
autogen1:Match691, ""2019-05-25T00:00:00"^^xsd:dateTime"
autogen1:Match752, ""2019-05-25T00:00:00"^^xsd:dateTime"
autogen1:Match227, ""2019-06-01T00:00:00"^^xsd:dateTime"
autogen1:Match296, ""2019-06-01T00:00:00"^^xsd:dateTime"
autogen1:Match301, ""2019-06-01T00:00:00"^^xsd:dateTime"
autogen1:Match332, ""2019-06-01T00:00:00"^^xsd:dateTime"
autogen1:Match398, ""2019-06-01T00:00:00"^^xsd:dateTime"
autogen1:Match501, ""2019-06-01T00:00:00"^^xsd:dateTime"
autogen1:Match530, ""2019-06-01T00:00:00"^^xsd:dateTime"
autogen1:Match579, ""2019-06-01T00:00:00"^^xsd:dateTime"
autogen1:Match607, ""2019-06-01T00:00:00"^^xsd:dateTime"
autogen1:Match733, ""2019-06-01T00:00:00"^^xsd:dateTime"
autogen1:Match223, ""2019-06-14T00:00:00"^^xsd:dateTime"
autogen1:Match305, ""2019-06-14T00:00:00"^^xsd:dateTime"
autogen1:Match326, ""2019-06-14T00:00:00"^^xsd:dateTime"
autogen1:Match339, ""2019-06-14T00:00:00"^^xsd:dateTime"
autogen1:Match383, ""2019-06-14T00:00:00"^^xsd:dateTime"
autogen1:Match421, ""2019-06-14T00:00:00"^^xsd:dateTime"
autogen1:Match464, ""2019-06-14T00:00:00"^^xsd:dateTime"
autogen1:Match586, ""2019-06-14T00:00:00"^^xsd:dateTime"
autogen1:Match608, ""2019-06-14T00:00:00"^^xsd:dateTime"
autogen1:Match619, ""2019-06-14T00:00:00"^^xsd:dateTime"
autogen1:Match635, ""2019-06-14T00:00:00"^^xsd:dateTime"
autogen1:Match659, ""2019-06-14T00:00:00"^^xsd:dateTime"
autogen1:Match663, ""2019-06-14T00:00:00"^^xsd:dateTime"
autogen1:Match711, ""2019-06-14T00:00:00"^^xsd:dateTime"
autogen1:Match723, ""2019-06-14T00:00:00"^^xsd:dateTime"
autogen1:Match742, ""2019-06-14T00:00:00"^^xsd:dateTime"
autogen1:Match204, ""2019-06-28T00:00:00"^^xsd:dateTime"
autogen1:Match241, ""2019-06-28T00:00:00"^^xsd:dateTime"
autogen1:Match284, ""2019-06-28T00:00:00"^^xsd:dateTime"
autogen1:Match307, ""2019-06-28T00:00:00"^^xsd:dateTime"
autogen1:Match308, ""2019-06-28T00:00:00"^^xsd:dateTime"
autogen1:Match375, ""2019-06-28T00:00:00"^^xsd:dateTime"
autogen1:Match422, ""2019-06-28T00:00:00"^^xsd:dateTime"
autogen1:Match423, ""2019-06-28T00:00:00"^^xsd:dateTime"
autogen1:Match435, ""2019-06-28T00:00:00"^^xsd:dateTime"
autogen1:Match437, ""2019-06-28T00:00:00"^^xsd:dateTime"
autogen1:Match438, ""2019-06-28T00:00:00"^^xsd:dateTime"
autogen1:Match500, ""2019-06-28T00:00:00"^^xsd:dateTime"
autogen1:Match531, ""2019-06-28T00:00:00"^^xsd:dateTime"
autogen1:Match543, ""2019-06-28T00:00:00"^^xsd:dateTime"
autogen1:Match577, ""2019-06-28T00:00:00"^^xsd:dateTime"
autogen1:Match701, ""2019-06-28T00:00:00"^^xsd:dateTime"
autogen1:Match717, ""2019-06-28T00:00:00"^^xsd:dateTime"
autogen1:Match722, ""2019-06-28T00:00:00"^^xsd:dateTime"
autogen1:Match744, ""2019-06-28T00:00:00"^^xsd:dateTime"
autogen1:Match745, ""2019-06-28T00:00:00"^^xsd:dateTime"
autogen1:Match236, ""2019-06-29T00:00:00"^^xsd:dateTime"
autogen1:Match256, ""2019-06-29T00:00:00"^^xsd:dateTime"
autogen1:Match261, ""2019-06-29T00:00:00"^^xsd:dateTime"
autogen1:Match313, ""2019-06-29T00:00:00"^^xsd:dateTime"
autogen1:Match316, ""2019-06-29T00:00:00"^^xsd:dateTime"
autogen1:Match411, ""2019-06-29T00:00:00"^^xsd:dateTime"
autogen1:Match424, ""2019-06-29T00:00:00"^^xsd:dateTime"
autogen1:Match458, ""2019-06-29T00:00:00"^^xsd:dateTime"
autogen1:Match466, ""2019-06-29T00:00:00"^^xsd:dateTime"
autogen1:Match489, ""2019-06-29T00:00:00"^^xsd:dateTime"
autogen1:Match497, ""2019-06-29T00:00:00"^^xsd:dateTime"
autogen1:Match537, ""2019-06-29T00:00:00"^^xsd:dateTime"
autogen1:Match549, ""2019-06-29T00:00:00"^^xsd:dateTime"
autogen1:Match551, ""2019-06-29T00:00:00"^^xsd:dateTime"
autogen1:Match566, ""2019-06-29T00:00:00"^^xsd:dateTime"
autogen1:Match571, ""2019-06-29T00:00:00"^^xsd:dateTime"
autogen1:Match615, ""2019-06-29T00:00:00"^^xsd:dateTime"
autogen1:Match638, ""2019-06-29T00:00:00"^^xsd:dateTime"
autogen1:Match665, ""2019-06-29T00:00:00"^^xsd:dateTime"
autogen1:Match675, ""2019-06-29T00:00:00"^^xsd:dateTime"
autogen1:Match682, ""2019-06-29T00:00:00"^^xsd:dateTime"
autogen1:Match683, ""2019-06-29T00:00:00"^^xsd:dateTime"
autogen1:Match685, ""2019-06-29T00:00:00"^^xsd:dateTime"
autogen1:Match688, ""2019-06-29T00:00:00"^^xsd:dateTime"
autogen1:Match694, ""2019-06-29T00:00:00"^^xsd:dateTime"
autogen1:Match712, ""2019-06-29T00:00:00"^^xsd:dateTime"
autogen1:Match751, ""2019-06-29T00:00:00"^^xsd:dateTime"
autogen1:Match753, ""2019-06-29T00:00:00"^^xsd:dateTime"
autogen1:Match218, ""2019-07-27T00:00:00"^^xsd:dateTime"
autogen1:Match235, ""2019-07-27T00:00:00"^^xsd:dateTime"
autogen1:Match240, ""2019-07-27T00:00:00"^^xsd:dateTime"
autogen1:Match250, ""2019-07-27T00:00:00"^^xsd:dateTime"
autogen1:Match255, ""2019-07-27T00:00:00"^^xsd:dateTime"
autogen1:Match258, ""2019-07-27T00:00:00"^^xsd:dateTime"
autogen1:Match275, ""2019-07-27T00:00:00"^^xsd:dateTime"
autogen1:Match318, ""2019-07-27T00:00:00"^^xsd:dateTime"
autogen1:Match356, ""2019-07-27T00:00:00"^^xsd:dateTime"
autogen1:Match434, ""2019-07-27T00:00:00"^^xsd:dateTime"
autogen1:Match441, ""2019-07-27T00:00:00"^^xsd:dateTime"
autogen1:Match478, ""2019-07-27T00:00:00"^^xsd:dateTime"
autogen1:Match486, ""2019-07-27T00:00:00"^^xsd:dateTime"
autogen1:Match523, ""2019-07-27T00:00:00"^^xsd:dateTime"
autogen1:Match524, ""2019-07-27T00:00:00"^^xsd:dateTime"
autogen1:Match533, ""2019-07-27T00:00:00"^^xsd:dateTime"
autogen1:Match553, ""2019-07-27T00:00:00"^^xsd:dateTime"
autogen1:Match576, ""2019-07-27T00:00:00"^^xsd:dateTime"
autogen1:Match583, ""2019-07-27T00:00:00"^^xsd:dateTime"
autogen1:Match584, ""2019-07-27T00:00:00"^^xsd:dateTime"
autogen1:Match623, ""2019-07-27T00:00:00"^^xsd:dateTime"
autogen1:Match637, ""2019-07-27T00:00:00"^^xsd:dateTime"
autogen1:Match639, ""2019-07-27T00:00:00"^^xsd:dateTime"
autogen1:Match669, ""2019-07-27T00:00:00"^^xsd:dateTime"
autogen1:Match673, ""2019-07-27T00:00:00"^^xsd:dateTime"
autogen1:Match680, ""2019-07-27T00:00:00"^^xsd:dateTime"
autogen1:Match684, ""2019-07-27T00:00:00"^^xsd:dateTime"
autogen1:Match698, ""2019-07-27T00:00:00"^^xsd:dateTime"
autogen1:Match324, ""2019-08-09T00:00:00"^^xsd:dateTime"
autogen1:Match346, ""2019-08-09T00:00:00"^^xsd:dateTime"
autogen1:Match350, ""2019-08-09T00:00:00"^^xsd:dateTime"
autogen1:Match382, ""2019-08-09T00:00:00"^^xsd:dateTime"
autogen1:Match419, ""2019-08-09T00:00:00"^^xsd:dateTime"
autogen1:Match420, ""2019-08-09T00:00:00"^^xsd:dateTime"
autogen1:Match430, ""2019-08-09T00:00:00"^^xsd:dateTime"
autogen1:Match506, ""2019-08-09T00:00:00"^^xsd:dateTime"
autogen1:Match509, ""2019-08-09T00:00:00"^^xsd:dateTime"
autogen1:Match606, ""2019-08-09T00:00:00"^^xsd:dateTime"
autogen1:Match609, ""2019-08-09T00:00:00"^^xsd:dateTime"
autogen1:Match634, ""2019-08-09T00:00:00"^^xsd:dateTime"
autogen1:Match646, ""2019-08-09T00:00:00"^^xsd:dateTime"
autogen1:Match708, ""2019-08-09T00:00:00"^^xsd:dateTime"
autogen1:Match710, ""2019-08-09T00:00:00"^^xsd:dateTime"
autogen1:Match719, ""2019-08-09T00:00:00"^^xsd:dateTime"
autogen1:Match731, ""2019-08-09T00:00:00"^^xsd:dateTime"
autogen1:Match734, ""2019-08-09T00:00:00"^^xsd:dateTime"
autogen1:Match100, ""2019-08-17T00:00:00"^^xsd:dateTime"
autogen1:Match107, ""2019-08-17T00:00:00"^^xsd:dateTime"
autogen1:Match111, ""2019-08-17T00:00:00"^^xsd:dateTime"
autogen1:Match118, ""2019-08-17T00:00:00"^^xsd:dateTime"
autogen1:Match83, ""2019-08-17T00:00:00"^^xsd:dateTime"
autogen1:Match887, ""2019-08-17T00:00:00"^^xsd:dateTime"
autogen1:Match89, ""2019-08-17T00:00:00"^^xsd:dateTime"
autogen1:Match901, ""2019-08-17T00:00:00"^^xsd:dateTime"
autogen1:Match904, ""2019-08-17T00:00:00"^^xsd:dateTime"
autogen1:Match907, ""2019-08-17T00:00:00"^^xsd:dateTime"
autogen1:Match926, ""2019-08-17T00:00:00"^^xsd:dateTime"
autogen1:Match939, ""2019-08-17T00:00:00"^^xsd:dateTime"
autogen1:Match950, ""2019-08-17T00:00:00"^^xsd:dateTime"
autogen1:Match974, ""2019-08-17T00:00:00"^^xsd:dateTime"
autogen1:Match983, ""2019-08-17T00:00:00"^^xsd:dateTime"
autogen1:Match271, ""2019-08-23T00:00:00"^^xsd:dateTime"
autogen1:Match278, ""2019-08-23T00:00:00"^^xsd:dateTime"
autogen1:Match304, ""2019-08-23T00:00:00"^^xsd:dateTime"
autogen1:Match309, ""2019-08-23T00:00:00"^^xsd:dateTime"
autogen1:Match311, ""2019-08-23T00:00:00"^^xsd:dateTime"
autogen1:Match323, ""2019-08-23T00:00:00"^^xsd:dateTime"
autogen1:Match374, ""2019-08-23T00:00:00"^^xsd:dateTime"
autogen1:Match404, ""2019-08-23T00:00:00"^^xsd:dateTime"
autogen1:Match406, ""2019-08-23T00:00:00"^^xsd:dateTime"
autogen1:Match417, ""2019-08-23T00:00:00"^^xsd:dateTime"
autogen1:Match482, ""2019-08-23T00:00:00"^^xsd:dateTime"
autogen1:Match528, ""2019-08-23T00:00:00"^^xsd:dateTime"
autogen1:Match544, ""2019-08-23T00:00:00"^^xsd:dateTime"
autogen1:Match546, ""2019-08-23T00:00:00"^^xsd:dateTime"
autogen1:Match721, ""2019-08-23T00:00:00"^^xsd:dateTime"
autogen1:Match741, ""2019-08-23T00:00:00"^^xsd:dateTime"
autogen1:Match746, ""2019-08-23T00:00:00"^^xsd:dateTime"
autogen1:Match749, ""2019-08-23T00:00:00"^^xsd:dateTime"
autogen1:Match280, ""2019-08-24T00:00:00"^^xsd:dateTime"
autogen1:Match283, ""2019-08-24T00:00:00"^^xsd:dateTime"
autogen1:Match372, ""2019-08-24T00:00:00"^^xsd:dateTime"
autogen1:Match393, ""2019-08-24T00:00:00"^^xsd:dateTime"
autogen1:Match405, ""2019-08-24T00:00:00"^^xsd:dateTime"
autogen1:Match409, ""2019-08-24T00:00:00"^^xsd:dateTime"
autogen1:Match554, ""2019-08-24T00:00:00"^^xsd:dateTime"
autogen1:Match555, ""2019-08-24T00:00:00"^^xsd:dateTime"
autogen1:Match556, ""2019-08-24T00:00:00"^^xsd:dateTime"
autogen1:Match557, ""2019-08-24T00:00:00"^^xsd:dateTime"
autogen1:Match561, ""2019-08-24T00:00:00"^^xsd:dateTime"
autogen1:Match245, ""2019-08-31T00:00:00"^^xsd:dateTime"
autogen1:Match257, ""2019-08-31T00:00:00"^^xsd:dateTime"
autogen1:Match312, ""2019-08-31T00:00:00"^^xsd:dateTime"
autogen1:Match317, ""2019-08-31T00:00:00"^^xsd:dateTime"
autogen1:Match465, ""2019-08-31T00:00:00"^^xsd:dateTime"
autogen1:Match518, ""2019-08-31T00:00:00"^^xsd:dateTime"
autogen1:Match522, ""2019-08-31T00:00:00"^^xsd:dateTime"
autogen1:Match529, ""2019-08-31T00:00:00"^^xsd:dateTime"
autogen1:Match548, ""2019-08-31T00:00:00"^^xsd:dateTime"
autogen1:Match552, ""2019-08-31T00:00:00"^^xsd:dateTime"
autogen1:Match622, ""2019-08-31T00:00:00"^^xsd:dateTime"
autogen1:Match633, ""2019-08-31T00:00:00"^^xsd:dateTime"
autogen1:Match707, ""2019-08-31T00:00:00"^^xsd:dateTime"
autogen1:Match726, ""2019-08-31T00:00:00"^^xsd:dateTime"
autogen1:Match750, ""2019-08-31T00:00:00"^^xsd:dateTime"
autogen1:Match202, ""2019-09-07T00:00:00"^^xsd:dateTime"
autogen1:Match249, ""2019-09-07T00:00:00"^^xsd:dateTime"
autogen1:Match300, ""2019-09-07T00:00:00"^^xsd:dateTime"
autogen1:Match302, ""2019-09-07T00:00:00"^^xsd:dateTime"
autogen1:Match331, ""2019-09-07T00:00:00"^^xsd:dateTime"
autogen1:Match385, ""2019-09-07T00:00:00"^^xsd:dateTime"
autogen1:Match403, ""2019-09-07T00:00:00"^^xsd:dateTime"
autogen1:Match414, ""2019-09-07T00:00:00"^^xsd:dateTime"
autogen1:Match425, ""2019-09-07T00:00:00"^^xsd:dateTime"
autogen1:Match436, ""2019-09-07T00:00:00"^^xsd:dateTime"
autogen1:Match448, ""2019-09-07T00:00:00"^^xsd:dateTime"
autogen1:Match451, ""2019-09-07T00:00:00"^^xsd:dateTime"
autogen1:Match459, ""2019-09-07T00:00:00"^^xsd:dateTime"
autogen1:Match470, ""2019-09-07T00:00:00"^^xsd:dateTime"
autogen1:Match481, ""2019-09-07T00:00:00"^^xsd:dateTime"
autogen1:Match492, ""2019-09-07T00:00:00"^^xsd:dateTime"
autogen1:Match493, ""2019-09-07T00:00:00"^^xsd:dateTime"
autogen1:Match503, ""2019-09-07T00:00:00"^^xsd:dateTime"
autogen1:Match514, ""2019-09-07T00:00:00"^^xsd:dateTime"
autogen1:Match525, ""2019-09-07T00:00:00"^^xsd:dateTime"
autogen1:Match527, ""2019-09-07T00:00:00"^^xsd:dateTime"
autogen1:Match536, ""2019-09-07T00:00:00"^^xsd:dateTime"
autogen1:Match547, ""2019-09-07T00:00:00"^^xsd:dateTime"
autogen1:Match559, ""2019-09-07T00:00:00"^^xsd:dateTime"
autogen1:Match570, ""2019-09-07T00:00:00"^^xsd:dateTime"
autogen1:Match581, ""2019-09-07T00:00:00"^^xsd:dateTime"
autogen1:Match589, ""2019-09-07T00:00:00"^^xsd:dateTime"
autogen1:Match592, ""2019-09-07T00:00:00"^^xsd:dateTime"
autogen1:Match600, ""2019-09-07T00:00:00"^^xsd:dateTime"
autogen1:Match603, ""2019-09-07T00:00:00"^^xsd:dateTime"
autogen1:Match614, ""2019-09-07T00:00:00"^^xsd:dateTime"
autogen1:Match648, ""2019-09-07T00:00:00"^^xsd:dateTime"
autogen1:Match649, ""2019-09-07T00:00:00"^^xsd:dateTime"
autogen1:Match229, ""2019-09-14T00:00:00"^^xsd:dateTime"
autogen1:Match440, ""2019-09-14T00:00:00"^^xsd:dateTime"
autogen1:Match499, ""2019-09-14T00:00:00"^^xsd:dateTime"
autogen1:Match521, ""2019-09-14T00:00:00"^^xsd:dateTime"
autogen1:Match564, ""2019-09-14T00:00:00"^^xsd:dateTime"
autogen1:Match611, ""2019-09-14T00:00:00"^^xsd:dateTime"
autogen1:Match643, ""2019-09-14T00:00:00"^^xsd:dateTime"
autogen1:Match706, ""2019-09-14T00:00:00"^^xsd:dateTime"
autogen1:Match713, ""2019-09-14T00:00:00"^^xsd:dateTime"
autogen1:Match220, ""2019-09-26T00:00:00"^^xsd:dateTime"
autogen1:Match239, ""2019-09-26T00:00:00"^^xsd:dateTime"
autogen1:Match321, ""2019-09-26T00:00:00"^^xsd:dateTime"
autogen1:Match342, ""2019-09-26T00:00:00"^^xsd:dateTime"
autogen1:Match345, ""2019-09-26T00:00:00"^^xsd:dateTime"
autogen1:Match354, ""2019-09-26T00:00:00"^^xsd:dateTime"
autogen1:Match380, ""2019-09-26T00:00:00"^^xsd:dateTime"
autogen1:Match391, ""2019-09-26T00:00:00"^^xsd:dateTime"
autogen1:Match439, ""2019-09-26T00:00:00"^^xsd:dateTime"
autogen1:Match455, ""2019-09-26T00:00:00"^^xsd:dateTime"
autogen1:Match505, ""2019-09-26T00:00:00"^^xsd:dateTime"
autogen1:Match513, ""2019-09-26T00:00:00"^^xsd:dateTime"
autogen1:Match517, ""2019-09-26T00:00:00"^^xsd:dateTime"
autogen1:Match540, ""2019-09-26T00:00:00"^^xsd:dateTime"
autogen1:Match602, ""2019-09-26T00:00:00"^^xsd:dateTime"
autogen1:Match605, ""2019-09-26T00:00:00"^^xsd:dateTime"
autogen1:Match610, ""2019-09-26T00:00:00"^^xsd:dateTime"
autogen1:Match651, ""2019-09-26T00:00:00"^^xsd:dateTime"
autogen1:Match655, ""2019-09-26T00:00:00"^^xsd:dateTime"
autogen1:Match662, ""2019-09-26T00:00:00"^^xsd:dateTime"
autogen1:Match696, ""2019-09-26T00:00:00"^^xsd:dateTime"
autogen1:Match709, ""2019-09-26T00:00:00"^^xsd:dateTime"
autogen1:Match732, ""2019-09-26T00:00:00"^^xsd:dateTime"
autogen1:Match247, ""2019-09-28T00:00:00"^^xsd:dateTime"
autogen1:Match254, ""2019-09-28T00:00:00"^^xsd:dateTime"
autogen1:Match273, ""2019-09-28T00:00:00"^^xsd:dateTime"
autogen1:Match306, ""2019-09-28T00:00:00"^^xsd:dateTime"
autogen1:Match355, ""2019-09-28T00:00:00"^^xsd:dateTime"
autogen1:Match377, ""2019-09-28T00:00:00"^^xsd:dateTime"
autogen1:Match388, ""2019-09-28T00:00:00"^^xsd:dateTime"
autogen1:Match477, ""2019-09-28T00:00:00"^^xsd:dateTime"
autogen1:Match491, ""2019-09-28T00:00:00"^^xsd:dateTime"
autogen1:Match671, ""2019-09-28T00:00:00"^^xsd:dateTime"
autogen1:Match672, ""2019-09-28T00:00:00"^^xsd:dateTime"
autogen1:Match679, ""2019-09-28T00:00:00"^^xsd:dateTime"
autogen1:Match686, ""2019-09-28T00:00:00"^^xsd:dateTime"
autogen1:Match697, ""2019-09-28T00:00:00"^^xsd:dateTime"
autogen1:Match727, ""2019-09-28T00:00:00"^^xsd:dateTime"
autogen1:Match743, ""2019-09-28T00:00:00"^^xsd:dateTime"
autogen1:Match14, ""2019-10-04T00:00:00"^^xsd:dateTime"
autogen1:Match17, ""2019-10-04T00:00:00"^^xsd:dateTime"
autogen1:Match277, ""2019-10-04T00:00:00"^^xsd:dateTime"
autogen1:Match33, ""2019-10-04T00:00:00"^^xsd:dateTime"
autogen1:Match368, ""2019-10-04T00:00:00"^^xsd:dateTime"
autogen1:Match402, ""2019-10-04T00:00:00"^^xsd:dateTime"
autogen1:Match410, ""2019-10-04T00:00:00"^^xsd:dateTime"
autogen1:Match56, ""2019-10-04T00:00:00"^^xsd:dateTime"
autogen1:Match560, ""2019-10-04T00:00:00"^^xsd:dateTime"
autogen1:Match582, ""2019-10-04T00:00:00"^^xsd:dateTime"
autogen1:Match601, ""2019-10-04T00:00:00"^^xsd:dateTime"
autogen1:Match62, ""2019-10-04T00:00:00"^^xsd:dateTime"
autogen1:Match69, ""2019-10-04T00:00:00"^^xsd:dateTime"
autogen1:Match716, ""2019-10-04T00:00:00"^^xsd:dateTime"
autogen1:Match79, ""2019-10-04T00:00:00"^^xsd:dateTime"
autogen1:Match341, ""2019-10-05T00:00:00"^^xsd:dateTime"
autogen1:Match343, ""2019-10-05T00:00:00"^^xsd:dateTime"
autogen1:Match371, ""2019-10-05T00:00:00"^^xsd:dateTime"
autogen1:Match395, ""2019-10-05T00:00:00"^^xsd:dateTime"
autogen1:Match502, ""2019-10-05T00:00:00"^^xsd:dateTime"
autogen1:Match695, ""2019-10-05T00:00:00"^^xsd:dateTime"
autogen1:Match1, ""2019-10-19T00:00:00"^^xsd:dateTime"
autogen1:Match353, ""2019-11-21T00:00:00"^^xsd:dateTime"
autogen1:Match379, ""2019-11-21T00:00:00"^^xsd:dateTime"
autogen1:Match397, ""2019-11-21T00:00:00"^^xsd:dateTime"
autogen1:Match488, ""2019-11-21T00:00:00"^^xsd:dateTime"
autogen1:Match495, ""2019-11-21T00:00:00"^^xsd:dateTime"
autogen1:Match512, ""2019-11-21T00:00:00"^^xsd:dateTime"
autogen1:Match516, ""2019-11-21T00:00:00"^^xsd:dateTime"
autogen1:Match657, ""2019-11-21T00:00:00"^^xsd:dateTime"
autogen1:Match735, ""2019-11-21T00:00:00"^^xsd:dateTime"
autogen1:Match279, ""2019-12-07T00:00:00"^^xsd:dateTime"
autogen1:Match413, ""2019-12-07T00:00:00"^^xsd:dateTime"
autogen1:Match416, ""2019-12-07T00:00:00"^^xsd:dateTime"
autogen1:Match526, ""2019-12-07T00:00:00"^^xsd:dateTime"
autogen1:Match585, ""2019-12-07T00:00:00"^^xsd:dateTime"
autogen1:Match652, ""2019-12-07T00:00:00"^^xsd:dateTime"
autogen1:Match674, ""2019-12-07T00:00:00"^^xsd:dateTime"
autogen1:Match868, ""2019-12-13T00:00:00"^^xsd:dateTime"
autogen1:Match883, ""2019-12-13T00:00:00"^^xsd:dateTime"
autogen1:Match935, ""2019-12-13T00:00:00"^^xsd:dateTime"
